Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Password_password""), Keys.chord(ENTER))",Chrome 115.0.0.0,,,2023-07-30 01:04:40,2023-07-30 01:04:42,1.111s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 115.0.0.0,,,2023-07-30 01:04:42,2023-07-30 01:04:42,0.457s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/label_None""))",Chrome 115.0.0.0,,,2023-07-30 01:04:42,2023-07-30 01:04:42,0.346s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 115.0.0.0,,,2023-07-30 01:04:42,2023-07-30 01:04:43,0.344s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 115.0.0.0,,,2023-07-30 01:04:43,2023-07-30 01:04:43,0.361s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/td_30""))",Chrome 115.0.0.0,,,2023-07-30 01:04:43,2023-07-30 01:04:44,0.525s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/td_31""))",Chrome 115.0.0.0,,,2023-07-30 01:04:44,2023-07-30 01:04:44,0.591s,PASSED
"setText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/textarea_Comment_comment""), ""sakit nih"")",Chrome 115.0.0.0,,,2023-07-30 01:04:44,2023-07-30 01:04:45,0.890s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 115.0.0.0,,,2023-07-30 01:04:45,2023-07-30 01:04:46,0.889s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 115.0.0.0,,,2023-07-30 01:04:46,2023-07-30 01:04:47,0.559s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/p_Tokyo CURA Healthcare Center""), ""Tokyo CURA Healthcare Center"")",Chrome 115.0.0.0,,,2023-07-30 01:04:47,2023-07-30 01:04:47,0.350s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 115.0.0.0,,,2023-07-30 01:04:47,2023-07-30 01:04:49,1.895s,PASSED
